nconst	primaryName	birthYear	deathYear	primaryProfession	knownForTitles
nm0004953	Steve Garvey	1948	\N	actor	tt0085055,tt0115101,tt0096542,tt0113376
nm0004954	Boy George	1961	\N	soundtrack,actor,composer	tt4334266,tt0319262,tt0993840,tt0104036
nm0004955	Galen Gering	1971	\N	actor	tt0362867,tt0058796,tt1695746,tt0192917
nm0004956	Anna Getty	1972	\N	actress,producer,camera_department	tt0120619,tt0340147,tt0119548,tt3561536
nm0004957	Leeza Gibbons	1957	\N	producer,actress	tt1898066,tt0205656,tt0364782,tt0081857
nm0004958	Marla Gibbs	1931	\N	actress,miscellaneous,soundtrack	tt0072519,tt0088470,tt0103488,tt9243946
nm0004959	Thomas Gibson	1962	\N	actor,director,writer	tt0110490,tt0118303,tt0452046,tt0104231
nm0004960	Sara Gilbert	1975	\N	producer,actress,miscellaneous	tt0094540,tt0100711,tt0105156,tt0200027
nm0004961	Vince Gill	1957	\N	soundtrack,actor,music_department	tt0126916,tt0443453,tt0107211,tt0110478
nm0004962	Bill Gilman	1971	\N	visual_effects,director,writer	tt1483013,tt0796366,tt1650062,tt1856101
nm0004963	Peri Gilpin	1961	\N	actress,producer,soundtrack	tt0106004,tt2578560,tt9257258,tt3514324
nm0004964	Dale Godboldo	1975	\N	actor,producer,composer	tt0164184
nm0004965	Adam Goldberg	1970	\N	actor,producer,writer	tt0453467,tt0120815,tt0268978,tt0106677
nm0004966	Bill Goldberg	1966	\N	actor,animation_department,producer	tt0393685,tt0176269,tt0398165,tt5451690
nm0004967	Ricky Paull Goldin	1965	\N	actor,producer,director	tt0065272,tt0094761,tt0057731,tt0044265
nm0004968	Jaime Gomez	1965	\N	actor,producer,writer	tt0139654,tt0115285,tt0109444,tt0112740
nm0004969	Jill Goodacre	1964	\N	actress,director	tt0108778,tt0103382,tt0239028,tt0087829
nm0004971	Mark-Paul Gosselaar	1974	\N	actor,soundtrack,producer	tt5500158,tt1600199,tt1074206,tt0106079
nm0004972	Samaria Graham	1967	\N	actress	tt0101050,tt0202179,tt0177991,tt0119807
nm0004973	Amy Grant	1960	\N	soundtrack,actress,composer	tt0110478,tt0356910,tt0366551,tt0119925
nm0004974	Johnny Grant	1923	2008	actor,producer,director	tt0241481,tt0043791,tt0049683,tt0329717
nm0004975	Macy Gray	1967	\N	soundtrack,actress,composer	tt0421054,tt0139654,tt1496422,tt0145487
nm0004976	Brian Grazer	1951	\N	producer,actor,writer	tt0367279,tt0088161,tt0268978,tt0112384
nm0004977	Brian Austin Green	1973	\N	actor,producer,soundtrack	tt0366517,tt0078638,tt0098749,tt0851851
nm0004978	Adrian Grenier	1976	\N	actor,producer,director	tt1674771,tt0458352,tt0387199,tt0164114
nm0004979	David Alan Grier	1956	\N	actor,writer,producer	tt15481366,tt13018090,tt4718770,tt14271652
nm0004980	Kathy Griffin	1960	\N	actress,writer,producer	tt0115798,tt0480687,tt0892791,tt0115376
nm0004981	Matt Groening	1954	\N	writer,producer,animation_department	tt0096697,tt0149460,tt0462538,tt5363918
nm0004982	Jasmine Guy	1962	\N	actress,writer,soundtrack	tt0097481
nm0004983	Buddy Hackett	1924	2003	actor,soundtrack,writer	tt0056262,tt0097757,tt0057193,tt0064603
nm0004984	Deidre Hall	1947	\N	actress,producer	tt0147762,tt0068067,tt0058796,tt1668079
nm0004985	Edd Hall	1958	\N	actor,miscellaneous,art_department	tt0092400,tt0103569,tt0106053,tt0991263
nm0004986	LisaGay Hamilton	1964	\N	actress,director,producer	tt0119396,tt0118437,tt0164184,tt0139668
nm0004987	Kirk Hammett	1962	\N	soundtrack,actor,composer	tt3317234,tt0120177,tt0870154,tt0302886
nm0004988	Colin Hanks	1977	\N	actor,director,producer	tt0852713,tt0880578,tt0273923,tt0360717
nm0004989	Alyson Hannigan	1974	\N	actress,soundtrack,producer	tt0118276,tt0460649,tt0163651,tt1605630
nm0004990	Angie Harmon	1972	\N	actress,director	tt0479537,tt1551632,tt0098844,tt0313911
nm0004991	Hill Harper	1966	\N	actor,producer,writer	tt0395843,tt0192614,tt0124718,tt2388621
nm0004992	Andre Harrell	1960	2020	producer,actor,music_department	tt0102996,tt11447916,tt0108876,tt0322589
nm0004993	Desmond Harrington	1976	\N	actor	tt0295700,tt0773262,tt0288477,tt0242527
nm0004994	Emmylou Harris	1947	\N	soundtrack,actress,music_department	tt0190590,tt0388795,tt1212450,tt0093748
nm0004995	Mel Harris	1956	\N	actress,writer,director	tt0118480,tt0097637,tt0105217,tt0092492
nm0004996	Steve Harris	1965	\N	actor,producer	tt0422093,tt2101569,tt0118437,tt0117500
nm0004997	Melissa Joan Hart	1976	\N	actress,producer,director	tt0101065,tt0164114,tt4824308,tt0115341
nm0004998	Lisa Hartman	1956	\N	actress,music_department,soundtrack	tt0088395,tt0075590,tt0078638,tt0082245
nm0004999	Shawn Hatosy	1975	\N	actor,director,writer	tt0426883,tt1299368,tt5574490,tt0133751
nm0005000	Tony Hawk	1968	\N	actor,producer,stunts	tt0295701,tt0355702,tt1047540,tt0097438
nm0005001	Sophie B. Hawkins	1964	\N	soundtrack,actress,composer	tt0201479,tt0243736,tt6566576,tt0114011
nm0005002	Isaac Hayes	1942	2008	soundtrack,actor,music_department	tt0067741,tt0082340,tt0107977,tt0184858
nm0005003	Sean Hayes	1970	\N	actor,producer,soundtrack	tt0157246,tt0312528,tt0239395,tt0383010
nm0005004	Patricia Heaton	1958	\N	actress,producer,soundtrack	tt0115167,tt0117705,tt0104850,tt0103786
nm0005005	Hugh Hefner	1926	2017	producer,actor,soundtrack	tt1411704,tt0092644,tt1151922,tt0082517
nm0005006	Elaine Hendrix	1970	\N	actress,soundtrack,producer	tt0120783,tt0120032,tt6128300,tt3594982
nm0005007	Jill Hennessy	1968	\N	actress,soundtrack,director	tt0284718,tt0098844,tt0486946,tt0242445
nm0005008	Brian Henson	1963	\N	producer,actor,director	tt0104940,tt0089908,tt0091369,tt1308728
nm0005009	Laura Harring	1964	\N	actress	tt0166924,tt0484740,tt0330793
nm0005010	Lori Heuring	1973	\N	actress	tt0305224,tt0166924,tt0926129,tt1564367
nm0005011	Faith Hill	1967	\N	producer,soundtrack,actress	tt0213149,tt0110478,tt0327162,tt0120791
nm0005012	Lauryn Hill	1975	\N	soundtrack,actress,composer	tt0118883,tt0108147,tt8722346
nm0005013	Iben Hjejle	1971	\N	actress,writer	tt0282768,tt0146882,tt1034303,tt0164756
nm0005014	David Hockney	1937	\N	actor,art_department,production_designer	tt0139011,tt0089343,tt0159876,tt0337741
nm0005015	Susanna Hoffs	1959	\N	soundtrack,actress,composer	tt0103893,tt0295178,tt0145660,tt1981677
nm0005016	Alexandra Holden	1977	\N	actress	tt0157503,tt0308152,tt0302640,tt2294677
nm0005017	Katie Holmes	1978	\N	actress,producer,soundtrack	tt0372784,tt0810913,tt0118300,tt0134619
nm0005018	Evander Holyfield	1962	\N	actor,producer	tt0102517,tt1334512,tt0162677,tt1661382
nm0005019	Bo Hopkins	1938	2022	actor,producer	tt0069704,tt0065214,tt0068638,tt0077928
nm0005020	Josh Hopkins	1970	\N	actor,soundtrack,director	tt0119173,tt0321021,tt3829920,tt0177971
nm0005021	Kaitlin Hopkins	1964	\N	actress,producer,soundtrack	tt1093908,tt0489237,tt0119822,tt0231402
nm0005022	Peter Horton	1953	\N	actor,producer,director	tt3551796,tt0413573,tt0092492,tt7817340
nm0005023	Djimon Hounsou	1964	\N	actor,producer,director	tt2015381,tt0450259,tt0298845,tt0118607
nm0005024	Terrence Howard	1969	\N	actor,soundtrack,producer	tt0430105,tt0410097,tt0375679,tt0371746
nm0005025	Traylor Howard	1966	\N	actress,soundtrack	tt0120654,tt0183505,tt0312172,tt0362165
nm0005026	Kelly Hu	1968	\N	actress,soundtrack	tt0097388,tt0290334,tt0277296,tt0471041
nm0005027	Liza Huber	1975	\N	actress	tt0081857,tt0138968,tt0192917,tt0284787
nm0005028	Kate Hudson	1979	\N	actress,soundtrack,producer	tt0181875,tt0901476,tt0770752,tt0251127
nm0005029	Oliver Hudson	1976	\N	actor,producer,soundtrack	tt0454082,tt0116253,tt0263386,tt2463288
nm0005030	Jon Huertas	1969	\N	actor,producer,writer	tt0995832,tt6071092,tt5555260,tt1219024
nm0005031	Felicity Huffman	1962	\N	actress,director,producer	tt0410975,tt0165961,tt0407265,tt2088003
nm0005032	Suzan Hughes	\N	\N	actress,producer,writer	tt4878970,tt0123072,tt0116778,tt0097876
nm0005033	Sammo Kam-Bo Hung	1952	\N	actor,stunts,producer	tt0085211,tt1386932,tt1220719,tt0163949
nm0005034	Amy Hunter	1966	\N	actress,producer,miscellaneous	tt0277296,tt0937375,tt0431197,tt0247087
nm0005035	Rachel Hunter	1969	\N	actress,producer	tt0800183,tt0473365,tt0202470,tt0437863
nm0005036	Gale Anne Hurd	1955	\N	producer,writer,miscellaneous	tt0088247,tt0120591,tt0090605,tt1340138
nm0005037	James Hyde	1962	\N	actor,producer,writer	tt0192917,tt10953370,tt8655736,tt9730822
nm0005038	Chrissie Hynde	1951	\N	soundtrack,music_department,actress	tt0366548,tt0093428,tt0780536,tt0382992
nm0005039	Julio Iglesias Jr.	1973	\N	soundtrack,actor	tt1371903,tt1387231,tt0166943,tt2078446
nm0005040	Enrique Iglesias	1975	\N	soundtrack,composer,actor	tt0120891,tt0285823,tt0119141,tt1231587
nm0005041	Laura Innes	1957	\N	actress,director,writer	tt0120647,tt1582459,tt0108757,tt1839683
nm0005042	Jason Isaacs	1963	\N	actor,producer,director	tt0295297,tt11389748,tt4686844,tt0187393
nm0005043	Ray J	1981	\N	actor,producer,writer	tt0116996,tt0117603,tt0186804,tt0356233
nm0005044	Jonathan Jackson	1982	\N	actor,soundtrack,director	tt0056758,tt0120646,tt0338096,tt0283084
nm0005045	Joshua Jackson	1978	\N	actor,director,producer	tt1119644,tt2699110,tt0118300,tt0109520
nm0005046	Shar Jackson	1976	\N	actress,producer	tt0199725,tt0108872,tt0115275,tt0119215
nm0005047	Jimmy Jam	1959	\N	soundtrack,composer,music_department	tt0144528,tt0113845,tt0107840,tt0104897
nm0005048	Thomas Jane	1969	\N	actor,producer,director	tt0118749,tt0120863,tt0884328,tt0149261
nm0005049	Allison Janney	1959	\N	actress,soundtrack	tt0467406,tt0274558,tt1454029,tt0427327
nm0005050	Justin Jeffre	1973	\N	actor,soundtrack	tt0184907
nm0005051	Dominique Jennings	1965	\N	actress,producer	tt0118475,tt0114369,tt0118484,tt0099423
nm0005052	Michael Jeter	1952	2003	actor,soundtrack,director	tt0163025,tt0098790,tt0120689,tt0316356
nm0005053	Joan Jett	1958	\N	soundtrack,actress,music_department	tt2015381,tt1677720,tt0114614,tt0093415
nm0005054	Gladise Jiminez	\N	\N	actress,producer	tt0437171,tt0327375,tt0108495,tt0092325
nm0005055	Billy Joel	1949	\N	soundtrack,actor,composer	tt0095776,tt2704998,tt5727208,tt0104694
nm0005056	Elton John	1947	\N	soundtrack,actor,music_department	tt0138749,tt4649466,tt0110357,tt2066051
nm0005057	Amy Jo Johnson	1970	\N	actress,soundtrack,director	tt1059475,tt9386648,tt0134247,tt0113820
nm0005058	Kirsten Johnson	\N	\N	actress,director,producer	tt0156729,tt0120907,tt0109705,tt5535796
nm0005059	Magic Johnson	1959	\N	actor,producer,soundtrack	tt0462160,tt0382561,tt0297037,tt1198138
nm0005060	Kristen Johnston	1967	\N	actress,soundtrack	tt0158622,tt0115082,tt0758766,tt0145660
nm0005061	Quincy Jones III	1968	\N	composer,music_department,producer	tt0107554,tt0098800,tt0139654,tt0151804
nm0005062	Chuck Jones	1912	2002	animation_department,director,producer	tt0093260,tt0078915,tt0198545,tt0087363
nm0005063	Grace Jones	1948	\N	soundtrack,actress,composer	tt0103859,tt0090264,tt0118661,tt0087078
nm0005064	January Jones	1978	\N	actress,soundtrack	tt1401152,tt0338096,tt1270798,tt0804503
nm0005065	Quincy Jones	1933	\N	music_department,producer,soundtrack	tt0061811,tt0088939,tt0295178,tt0068638
nm0005066	Spike Jones	1911	1965	actor,soundtrack,composer	tt0485947,tt0110099,tt0039951,tt0046980
nm0005067	Tamala Jones	1974	\N	actress,producer,soundtrack	tt0118750,tt0127723,tt0181316,tt1219024
nm0005068	Vinnie Jones	1965	\N	actor,soundtrack,producer	tt0120735,tt0208092,tt0376994,tt0805570
nm0005069	Spike Jonze	1969	\N	producer,writer,director	tt0120601,tt0120188,tt0386117,tt1798709
nm0005070	Montell Jordan	1968	\N	soundtrack,actor,composer	tt2719848,tt0117108,tt1596350,tt9376612
nm0005071	Al Joyner	1960	\N	actor,producer	tt0107985,tt14781284,tt0117527,tt0396992
nm0005072	Naomi Judd	1946	2022	actress,soundtrack,producer	tt2505818,tt3052440,tt13050278,tt0244970
nm0005073	Kato Kaelin	1959	\N	actor,casting_department,producer	tt3219618,tt0108495,tt0284674,tt0131857
nm0005074	Melina Kanakaredes	1967	\N	actress,writer,director	tt0882977,tt0395843,tt0179626,tt0177991
nm0005075	Sabine Karsenti	\N	\N	actress	tt0114448,tt0166425,tt0190577,tt0185183
nm0005076	Jeffrey Katzenberg	1950	\N	producer,writer,actor	tt0138749,tt0166813,tt0126029,tt0120794
nm0005077	James Keach	1947	\N	actor,director,producer	tt0085995,tt1296898,tt0358273,tt0081071
nm0005078	Stacy Keach	1941	\N	actor,producer,director	tt0116225,tt0068575,tt1821549,tt1194173
nm0005079	Josh Keaton	1979	\N	actor,music_department,soundtrack	tt0119282,tt0365498,tt1494772,tt5580664
nm0005080	Andrew Keegan	1979	\N	actor,producer	tt3334418,tt0147800,tt0222850,tt0116629
nm0005081	Mary Page Keller	1961	\N	actress,writer,producer	tt0112022,tt1532503,tt0460681,tt0120768
nm0005082	David E. Kelley	1956	\N	writer,producer,miscellaneous	tt0090466,tt0118254,tt0118437,tt3920596
nm0005083	David Kelley	\N	\N	assistant_director,miscellaneous	tt0149261,tt0948470,tt0368008,tt0133152
nm0005084	R. Kelly	1967	\N	soundtrack,composer,director	tt0117705,tt0491587,tt0123964,tt1042567
nm0005085	Jamie Kennedy	1970	\N	actor,writer,producer	tt0120082,tt0117509,tt0362165,tt0328099
nm0005086	Kathleen Kennedy	1953	\N	producer,miscellaneous,actress	tt0421715,tt0107290,tt0286106,tt1568911
nm0005087	Leila Kenzle	1960	\N	actress	tt0309698,tt0103484,tt0302640,tt0283139
nm0005088	Joanna Kerns	1953	\N	actress,director,soundtrack	tt0110676,tt0088527,tt0172493,tt0478311
nm0005089	Boyd Kestner	1964	\N	actor,writer,producer	tt0144214,tt0119173,tt0212985,tt0093894
nm0005090	Nerine Kidd	1959	1999	actress	tt0202245,tt0215446
nm0005091	Don King	1931	\N	actor,producer,soundtrack	tt0118971,tt0091183,tt0086759,tt0083437
nm0005092	Larry King	1933	2021	producer,actor,director	tt0120660,tt0265029,tt0389790,tt0087332
nm0005093	Regina King	1971	\N	actress,director,producer	tt0350258,tt0385307,tt10696784,tt7125860
nm0005094	Alex Kingston	1963	\N	actress,soundtrack	tt0436992,tt1758692,tt0108757,tt0426883
nm0005095	Justin Kirk	1969	\N	actor	tt0119578,tt0318997,tt0439100,tt1838603
nm0005096	Chris Kirkpatrick	1971	\N	actor,soundtrack,producer	tt4534164,tt0201694,tt0235918,tt0279286
nm0005097	Bryan Kirkwood	1975	\N	actor	tt1308745,tt0245866,tt0281432,tt0356159
nm0005098	Chris Klein	1979	\N	actor,soundtrack,producer	tt0126886,tt0433400,tt0163651,tt0277434
nm0005099	Heidi Klum	1973	\N	producer,actress,writer	tt0437741,tt0327679,tt0196229,tt0457433
nm0005100	Jordan Knight	1970	\N	actor,soundtrack,producer	tt3986586,tt1948070,tt0184907
nm0005101	Harmony Korine	1973	\N	director,writer,actor	tt1488163,tt0119237,tt2101441,tt0113540
nm0005102	Lindsay Hartley	1978	\N	actress,director,writer	tt0056758,tt7874348,tt16027110,tt0192917
nm0005103	Dave Koz	1963	\N	soundtrack,music_department,actor	tt0104073,tt0094612,tt0104283,tt0805669
nm0005104	Heather Kozar	1976	\N	actress	tt0327349,tt0442738,tt0227972,tt0206508
nm0005105	Jane Krakowski	1968	\N	actress,soundtrack	tt3339966,tt0496424,tt0085995,tt0118254
nm0005106	Diana Krall	1964	\N	soundtrack,actress	tt0227445,tt0313792,tt0139668,tt1152836
nm0005107	Lenny Kravitz	1964	\N	soundtrack,actor,composer	tt1951264,tt1392170,tt0929632,tt1327773
nm0005108	Ilia Kulik	1977	\N	actor	tt0210616,tt0242683,tt0453477,tt0312080
nm0005109	Mila Kunis	1983	\N	actress,soundtrack,producer	tt0947798,tt1617661,tt4651520,tt0800039
nm0005110	Ashton Kutcher	1978	\N	actor,producer,writer	tt1033643,tt1411238,tt0165598,tt0391304
nm0005111	Michelle Kwan	1980	\N	actress,miscellaneous	tt1411276,tt0115341,tt9286908,tt0228769
nm0005112	LL Cool J	1968	\N	actor,soundtrack,producer	tt0120694,tt0301181,tt0149261,tt0297284
nm0005113	Eriq La Salle	1962	\N	actor,director,producer	tt3315342,tt0265459,tt0108757,tt0094898
nm0005114	Nick Lachey	1973	\N	actor,writer,producer	tt0374536,tt1401687,tt0158552,tt0380934
nm0005115	Leah Lail	1965	\N	actress	tt0110006,tt0185431,tt0109520,tt0134269
nm0005116	Mary Lambert	1951	\N	director,miscellaneous,writer	tt2741602,tt0098084,tt0163676
nm0005117	Tina Landon	1963	\N	miscellaneous,actress	tt0095655,tt0381707
nm0005118	Ali Landry Monteverde	1973	\N	actress,producer	tt1814790,tt0260320,tt0279750,tt1810683
nm0005119	Artie Lange	1967	\N	actor,writer,producer	tt0474499,tt0112056,tt0285462,tt0319343
nm0005120	Wallace Langham	1965	\N	actor,director,writer	tt1285016,tt1311076,tt0247082,tt1586680
nm0005121	Sherry Lansing	1944	\N	actress,producer,production_manager	tt0093010,tt0096933,tt0066301,tt0107211
nm0005122	Ryan Larson	\N	\N	actress	tt1485105,tt0105701,tt0218625,tt0205610
nm0005123	Ali Larter	1976	\N	actress,music_department,producer	tt0195714,tt1198138,tt0250494,tt2592614
nm0005124	John Lasseter	1957	\N	producer,writer,director	tt0317219,tt0120623,tt0120363,tt0114709
nm0005125	Sanaa Lathan	1971	\N	actress,producer,soundtrack	tt0437777,tt0370263,tt0120611,tt0199725
nm0005126	Matt Lauer	1957	\N	actor	tt1674771,tt1608290,tt0457400,tt1321860
nm0005127	Greg Lauren	1970	\N	actor	tt0112462,tt0117913,tt0118688,tt0118749
nm0005128	Lucy Lawless	1968	\N	actress,soundtrack,producer	tt1442449,tt0112230,tt0356150,tt0145487
nm0005129	Joey Lawrence	1976	\N	actor,music_department,producer	tt0101050,tt0095776,tt1597420,tt0111901
nm0005130	Sharon Lawrence	1961	\N	actress,soundtrack,producer	tt0106079,tt1586680,tt4419214,tt4998212
nm0005131	Norman Lear	1922	\N	writer,producer,production_manager	tt0066626,tt0101921,tt0068103,tt0074021
nm0005132	Heath Ledger	1979	2008	actor,director,soundtrack	tt0388795,tt0147800,tt0468569,tt0183790
nm0005133	Priscilla Inga Taylor	1971	\N	actress,producer	tt2042544,tt6090642,tt0120828,tt0264150
nm0005134	Jason Lee	1970	\N	actor,producer,soundtrack	tt0118842,tt0181875,tt0460091,tt0259711
nm0005135	Shannon Lee	1969	\N	producer,actress,writer	tt0233657,tt0106770,tt0120611,tt0129992
nm0005136	Tommy Lee	1962	\N	soundtrack,actor,producer	tt0390022,tt0115624,tt0259711,tt0800325
nm0005137	Jane Leeves	1961	\N	actress,soundtrack,miscellaneous	tt0455499,tt0090180,tt0106004,tt0116683
nm0005138	Kristin Lehman	1972	\N	actress,producer,director	tt0296572,tt1850397,tt2443340,tt0202677
nm0005139	Mike Leigh	1943	\N	director,writer,miscellaneous	tt1045670,tt0383694,tt0107653,tt0117589
nm0005140	Eva Tamargo	1960	\N	actress	tt0192917,tt1843146,tt0146838,tt4125630
nm0005141	Sean Lennon	1975	\N	soundtrack,actor,composer	tt1322312,tt3727982,tt0369735,tt0485601
nm0005142	Annie Lennox	1954	\N	soundtrack,composer,actress	tt0096061,tt2368254,tt0167260,tt0103874
nm0005143	Jay Leno	1950	\N	producer,writer,actor	tt0186566,tt0118884,tt0106673,tt0103569
nm0005145	Sugar Ray Leonard	1956	\N	actor,producer,stunts	tt0416359,tt0433035,tt0297181,tt0964517
nm0005146	Lisa Leslie	1972	\N	actress	tt7634968,tt0460089,tt0115101,tt1621045
nm0005147	G. Gordon Liddy	1930	2021	actor,writer,miscellaneous	tt0086662,tt0221728,tt0100705,tt0160797
nm0005148	Delroy Lindo	1952	\N	actor,producer,soundtrack	tt0104797,tt0113161,tt0298814,tt9777644
nm0005149	Lisa Ling	1973	\N	producer,actress,writer	tt1862938,tt0247091,tt11188798,tt0123366
nm0005150	Tara Lipinski	1982	\N	actress,set_decorator,stunts	tt0108968,tt0069658,tt0103352,tt8050740
nm0005151	Jonathan Lipnicki	1990	\N	actor,producer,writer	tt0308506,tt0164912,tt6483832,tt0116695
nm0005152	Peggy Lipton	1946	2019	actress,soundtrack	tt0105665,tt0119925,tt0098936,tt0062589
nm0005153	Little Richard	1932	2020	soundtrack,music_department,actor	tt1424381,tt0093773,tt0098206,tt0107362
nm0005154	Lucy Liu	1968	\N	actress,director,producer	tt0160127,tt0266697,tt0299658,tt0305357
nm0005155	Desmond Llewelyn	1914	1999	actor	tt0120347,tt0076752,tt0086034,tt0113189
nm0005156	Eric Lloyd	1986	\N	actor,sound_department,soundtrack	tt0156196,tt0111070,tt0116151,tt0304669
nm0005157	Jake Lloyd	1989	\N	actor,miscellaneous	tt0120915,tt0116705,tt0200172,tt0206113
nm0005158	Sabrina Lloyd	1970	\N	actress,writer	tt0112167,tt1258201,tt0433309,tt0165961
nm0005159	Tone Loc	1966	\N	actor,soundtrack,composer	tt0109040,tt0316732,tt0113277,tt0120913
nm0005160	Lisa Loeb	1968	\N	soundtrack,actress,music_department	tt2637294,tt0117998,tt0185371,tt0250494
nm0005161	Nick Loeb	1975	\N	actor,producer,director	tt0263663,tt1259528,tt6155484,tt8639326
nm0005162	Robert Loggia	1930	2015	actor,director,soundtrack	tt0086250,tt0094737,tt0116629,tt0116922
nm0005163	Greg Louganis	1960	\N	actor,miscellaneous,writer	tt1674771
nm0005164	Lyle Lovett	1957	\N	soundtrack,actor,composer	tt0105151,tt0108122,tt0841046,tt0104036
nm0005165	Chad Lowe	1968	\N	actor,director,producer	tt1674771,tt0479275,tt0096635,tt0250797
nm0005166	Susan Lucci	1946	\N	actress,soundtrack	tt2226342,tt0112929,tt0065272,tt2446980
nm0005167	Lorna Luft	1952	\N	actress,soundtrack,writer	tt0120577,tt0250581,tt0088395,tt0084021
nm0005168	Jamie Luner	1971	\N	actress,soundtrack	tt0115346,tt0103491,tt0065272,tt2402061
nm0005169	Natasha Lyonne	1979	\N	actress,writer,producer	tt0120831,tt0163651,tt0179116,tt2372162
